0 0.99 0.01 0 
0.1 0.989901 0.0100324 6.67745e-05 
0.2 0.989801 0.0100649 0.000133765 
0.3 0.989702 0.0100974 0.000200973 
0.4 0.989602 0.0101301 0.000268398 
0.5 0.989501 0.0101629 0.000336041 
0.6 0.9894 0.0101957 0.000403903 
0.7 0.989299 0.0102287 0.000471984 
0.8 0.989198 0.0102617 0.000540285 
0.9 0.989096 0.0102949 0.000608807 
1 0.988994 0.0103281 0.00067755 
1.1 0.988892 0.0103614 0.000746515 
1.2 0.988789 0.0103949 0.000815703 
1.3 0.988686 0.0104284 0.000885114 
1.4 0.988583 0.010462 0.000954749 
1.5 0.98848 0.0104958 0.00102461 
1.6 0.988376 0.0105296 0.00109469 
1.7 0.988271 0.0105635 0.001165 
1.8 0.988167 0.0105975 0.00123554 
1.9 0.988062 0.0106317 0.0013063 
2 0.987957 0.0106659 0.0013773 
2.1 0.987851 0.0107002 0.00144852 
2.2 0.987745 0.0107346 0.00151996 
2.3 0.987639 0.0107691 0.00159164 
2.4 0.987533 0.0108037 0.00166355 
2.5 0.987426 0.0108385 0.00173569 
2.6 0.987319 0.0108733 0.00180807 
2.7 0.987211 0.0109082 0.00188067 
2.8 0.987103 0.0109432 0.00195351 
2.9 0.986995 0.0109783 0.00202658 
3 0.986887 0.0110135 0.00209989 
3.1 0.986778 0.0110489 0.00217343 
3.2 0.986669 0.0110843 0.00224721 
3.3 0.986559 0.0111198 0.00232122 
3.4 0.986449 0.0111554 0.00239547 
3.5 0.986339 0.0111911 0.00246996 
3.6 0.986228 0.011227 0.00254468 
3.7 0.986117 0.0112629 0.00261965 
3.8 0.986006 0.0112989 0.00269486 
3.9 0.985895 0.0113351 0.0027703 
4 0.985783 0.0113713 0.00284599 
4.1 0.98567 0.0114076 0.00292192 
4.2 0.985558 0.0114441 0.00299809 
4.3 0.985445 0.0114806 0.00307451 
4.4 0.985332 0.0115173 0.00315117 
4.5 0.985218 0.011554 0.00322807 
4.6 0.985104 0.0115909 0.00330522 
4.7 0.98499 0.0116278 0.00338262 
4.8 0.984875 0.0116649 0.00346026 
4.9 0.98476 0.0117021 0.00353815 
5 0.984644 0.0117394 0.00361629 
5.1 0.984529 0.0117767 0.00369468 
5.2 0.984412 0.0118142 0.00377331 
5.3 0.984296 0.0118518 0.0038522 
5.4 0.984179 0.0118895 0.00393134 
5.5 0.984062 0.0119273 0.00401073 
5.6 0.983944 0.0119652 0.00409037 
5.7 0.983826 0.0120032 0.00417026 
5.8 0.983708 0.0120414 0.00425041 
5.9 0.98359 0.0120796 0.00433081 
6 0.983471 0.0121179 0.00441147 
6.1 0.983351 0.0121564 0.00449239 
6.2 0.983232 0.0121949 0.00457356 
6.3 0.983111 0.0122336 0.00465499 
6.4 0.982991 0.0122724 0.00473667 
6.5 0.98287 0.0123112 0.00481862 
6.6 0.982749 0.0123502 0.00490082 
6.7 0.982627 0.0123893 0.00498329 
6.8 0.982505 0.0124285 0.00506601 
6.9 0.982383 0.0124678 0.005149 
7 0.982261 0.0125072 0.00523225 
7.1 0.982137 0.0125468 0.00531577 
7.2 0.982014 0.0125864 0.00539954 
7.3 0.98189 0.0126261 0.00548358 
7.4 0.981766 0.012666 0.00556789 
7.5 0.981642 0.012706 0.00565246 
7.6 0.981517 0.012746 0.0057373 
7.7 0.981391 0.0127862 0.00582241 
7.8 0.981266 0.0128265 0.00590779 
7.9 0.98114 0.0128669 0.00599343 
8 0.981013 0.0129074 0.00607935 
8.1 0.980886 0.0129481 0.00616553 
8.2 0.980759 0.0129888 0.00625199 
8.3 0.980632 0.0130297 0.00633872 
8.4 0.980504 0.0130706 0.00642572 
8.5 0.980375 0.0131117 0.00651299 
8.6 0.980247 0.0131529 0.00660054 
8.7 0.980117 0.0131942 0.00668836 
8.8 0.979988 0.0132356 0.00677646 
8.9 0.979858 0.0132771 0.00686484 
9 0.979728 0.0133188 0.00695349 
9.1 0.979597 0.0133605 0.00704242 
9.2 0.979466 0.0134024 0.00713163 
9.3 0.979335 0.0134444 0.00722112 
9.4 0.979203 0.0134865 0.00731089 
9.5 0.97907 0.0135287 0.00740094 
9.6 0.978938 0.013571 0.00749127 
9.7 0.978805 0.0136134 0.00758189 
9.8 0.978671 0.013656 0.00767279 
9.9 0.978537 0.0136986 0.00776397 
10 0.978403 0.0137414 0.00785544 
10.1 0.978268 0.0137843 0.00794719 
10.2 0.978133 0.0138273 0.00803923 
10.3 0.977998 0.0138705 0.00813155 
10.4 0.977862 0.0139137 0.00822417 
10.5 0.977726 0.0139571 0.00831707 
10.6 0.977589 0.0140005 0.00841026 
10.7 0.977452 0.0140441 0.00850374 
10.8 0.977315 0.0140878 0.00859752 
10.9 0.977177 0.0141316 0.00869158 
11 0.977038 0.0141756 0.00878594 
11.1 0.9769 0.0142196 0.00888059 
11.2 0.976761 0.0142638 0.00897553 
11.3 0.976621 0.0143081 0.00907077 
11.4 0.976481 0.0143525 0.00916631 
11.5 0.976341 0.014397 0.00926214 
11.6 0.9762 0.0144417 0.00935827 
11.7 0.976059 0.0144864 0.0094547 
11.8 0.975917 0.0145313 0.00955142 
11.9 0.975775 0.0145763 0.00964845 
12 0.975633 0.0146214 0.00974577 
12.1 0.97549 0.0146667 0.0098434 
12.2 0.975347 0.014712 0.00994133 
12.3 0.975203 0.0147575 0.0100396 
12.4 0.975059 0.0148031 0.0101381 
12.5 0.974914 0.0148488 0.0102369 
12.6 0.974769 0.0148946 0.0103361 
12.7 0.974624 0.0149406 0.0104355 
12.8 0.974478 0.0149866 0.0105353 
12.9 0.974332 0.0150328 0.0106354 
13 0.974185 0.0150791 0.0107357 
13.1 0.974038 0.0151256 0.0108364 
13.2 0.97389 0.0151721 0.0109374 
13.3 0.973742 0.0152188 0.0110387 
13.4 0.973594 0.0152656 0.0111403 
13.5 0.973445 0.0153125 0.0112422 
13.6 0.973296 0.0153595 0.0113445 
13.7 0.973146 0.0154067 0.011447 
13.8 0.972996 0.015454 0.0115499 
13.9 0.972846 0.0155014 0.0116531 
14 0.972694 0.0155489 0.0117566 
14.1 0.972543 0.0155966 0.0118604 
14.2 0.972391 0.0156443 0.0119645 
14.3 0.972239 0.0156922 0.012069 
14.4 0.972086 0.0157402 0.0121738 
14.5 0.971933 0.0157884 0.0122789 
14.6 0.971779 0.0158366 0.0123843 
14.7 0.971625 0.015885 0.01249 
14.8 0.97147 0.0159335 0.0125961 
14.9 0.971315 0.0159821 0.0127025 
15 0.97116 0.0160309 0.0128092 
15.1 0.971004 0.0160798 0.0129162 
15.2 0.970848 0.0161288 0.0130236 
15.3 0.970691 0.0161779 0.0131313 
15.4 0.970534 0.0162271 0.0132393 
15.5 0.970376 0.0162765 0.0133476 
15.6 0.970218 0.016326 0.0134563 
15.7 0.970059 0.0163756 0.0135653 
15.8 0.9699 0.0164254 0.0136746 
15.9 0.96974 0.0164752 0.0137843 
16 0.96958 0.0165252 0.0138943 
16.1 0.96942 0.0165753 0.0140047 
16.2 0.969259 0.0166256 0.0141153 
16.3 0.969098 0.016676 0.0142263 
16.4 0.968936 0.0167265 0.0143377 
16.5 0.968774 0.0167771 0.0144493 
16.6 0.968611 0.0168278 0.0145614 
16.7 0.968448 0.0168787 0.0146737 
16.8 0.968284 0.0169297 0.0147864 
16.9 0.96812 0.0169808 0.0148994 
17 0.967955 0.0170321 0.0150128 
17.1 0.96779 0.0170835 0.0151265 
17.2 0.967624 0.017135 0.0152406 
17.3 0.967458 0.0171866 0.015355 
17.4 0.967292 0.0172383 0.0154698 
17.5 0.967125 0.0172902 0.0155849 
17.6 0.966957 0.0173422 0.0157003 
17.7 0.96679 0.0173944 0.0158161 
17.8 0.966621 0.0174467 0.0159322 
17.9 0.966452 0.0174991 0.0160487 
18 0.966283 0.0175516 0.0161655 
18.1 0.966113 0.0176042 0.0162827 
18.2 0.965943 0.017657 0.0164003 
18.3 0.965772 0.0177099 0.0165182 
18.4 0.965601 0.0177629 0.0166364 
18.5 0.965429 0.0178161 0.016755 
18.6 0.965257 0.0178694 0.0168739 
18.7 0.965084 0.0179228 0.0169933 
18.8 0.964911 0.0179764 0.0171129 
18.9 0.964737 0.0180301 0.0172329 
19 0.964563 0.0180839 0.0173533 
19.1 0.964388 0.0181378 0.0174741 
19.2 0.964213 0.0181919 0.0175952 
19.3 0.964037 0.0182461 0.0177166 
19.4 0.963861 0.0183004 0.0178384 
19.5 0.963685 0.0183548 0.0179606 
19.6 0.963507 0.0184094 0.0180832 
19.7 0.96333 0.0184641 0.0182061 
19.8 0.963152 0.018519 0.0183294 
19.9 0.962973 0.0185739 0.018453 
20 0.962794 0.018629 0.018577 
20.1 0.962614 0.0186843 0.0187014 
20.2 0.962434 0.0187396 0.0188261 
20.3 0.962254 0.0187951 0.0189513 
20.4 0.962073 0.0188507 0.0190767 
20.5 0.961891 0.0189065 0.0192026 
20.6 0.961709 0.0189624 0.0193288 
20.7 0.961526 0.0190184 0.0194554 
20.8 0.961343 0.0190745 0.0195824 
20.9 0.961159 0.0191308 0.0197098 
21 0.960975 0.0191872 0.0198375 
21.1 0.960791 0.0192437 0.0199656 
21.2 0.960606 0.0193004 0.0200941 
21.3 0.96042 0.0193572 0.0202229 
21.4 0.960234 0.0194141 0.0203522 
21.5 0.960047 0.0194712 0.0204818 
21.6 0.95986 0.0195284 0.0206118 
21.7 0.959672 0.0195857 0.0207422 
21.8 0.959484 0.0196432 0.0208729 
21.9 0.959295 0.0197007 0.0210041 
22 0.959106 0.0197585 0.0211356 
22.1 0.958916 0.0198163 0.0212675 
22.2 0.958726 0.0198743 0.0213998 
22.3 0.958535 0.0199324 0.0215325 
22.4 0.958344 0.0199906 0.0216656 
