0.000000  3.000000
0.083333  3.276132
0.166667  3.510426
0.250000  3.707417
0.333333  3.871178
0.416667  4.005366
0.500000  4.113264
0.583333  4.197819
0.666667  4.261676
0.750000  4.307205
0.833333  4.336535
0.916667  4.351574
1.000000  4.354030
1.083333  4.345436
1.166667  4.327164
1.250000  4.300441
1.333333  4.266366
1.416667  4.225923
1.500000  4.179988
1.583333  4.129347
1.666667  4.074700
1.750000  4.016672
1.833333  3.955819
1.916667  3.892636
2.000000  3.827565
2.083333  3.760996
2.166667  3.693278
2.250000  3.624718
2.333333  3.555587
2.416667  3.486127
2.500000  3.416549
2.583333  3.347040
2.666667  3.277762
2.750000  3.208859
2.833333  3.140454
2.916667  3.072656
3.000000  3.005558
3.083333  2.939240
3.166667  2.873771
3.250000  2.809207
3.333333  2.745599
3.416667  2.682986
3.500000  2.621402
3.583333  2.560872
3.666667  2.501418
3.750000  2.443053
3.833333  2.385791
3.916667  2.329636
4.000000  2.274593
4.083333  2.220662
4.166667  2.167839
4.250000  2.116119
4.333333  2.065497
4.416667  2.015961
4.500000  1.967503
4.583333  1.920109
4.666667  1.873767
4.750000  1.828463
4.833333  1.784181
4.916667  1.740907
5.000000  1.698623
5.083333  1.657313
5.166667  1.616960
5.250000  1.577547
5.333333  1.539056
5.416667  1.501469
5.500000  1.464770
5.583333  1.428939
5.666667  1.393959
5.750000  1.359813
5.833333  1.326483
5.916667  1.293951
6.000000  1.262201
6.083333  1.231215
6.166667  1.200976
6.250000  1.171468
6.333333  1.142674
6.416667  1.114578
6.500000  1.087164
6.583333  1.060416
6.666667  1.034319
6.750000  1.008858
6.833333  0.984018
6.916667  0.959785
7.000000  0.936143
7.083333  0.913080
7.166667  0.890581
7.250000  0.868633
7.333333  0.847223
7.416667  0.826338
7.500000  0.805966
7.583333  0.786093
7.666667  0.766708
7.750000  0.747800
7.833333  0.729356
7.916667  0.711366
8.000000  0.693818
8.083333  0.676701
8.166667  0.660006
8.250000  0.643722
8.333333  0.627839
8.416667  0.612347
8.500000  0.597236
8.583333  0.582498
8.666667  0.568123
8.750000  0.554102
8.833333  0.540427
8.916667  0.527088
9.000000  0.514079
9.083333  0.501390
9.166667  0.489015
9.250000  0.476944
9.333333  0.465171
9.416667  0.453689
9.500000  0.442489
9.583333  0.431566
9.666667  0.420913
9.750000  0.410522
9.833333  0.400388
9.916667  0.390504
10.000000  0.380863
10.083333  0.371461
10.166667  0.362291
10.250000  0.353347
10.333333  0.344623
10.416667  0.336115
10.500000  0.327817
10.583333  0.319724
10.666667  0.311830
10.750000  0.304132
10.833333  0.296623
10.916667  0.289300
11.000000  0.282157
11.083333  0.275191
11.166667  0.268397
11.250000  0.261771
11.333333  0.255308
11.416667  0.249004
11.500000  0.242857
11.583333  0.236861
11.666667  0.231013
11.750000  0.225309
11.833333  0.219746
11.916667  0.214321
12.000000  0.209029
12.083333  0.203868
12.166667  0.198835
12.250000  0.193926
12.333333  0.189138
12.416667  0.184468
12.500000  0.179914
12.583333  0.175472
12.666667  0.171139
12.750000  0.166914
12.833333  0.162793
12.916667  0.158773
13.000000  0.154853
13.083333  0.151030
13.166667  0.147301
13.250000  0.143664
13.333333  0.140117
13.416667  0.136658
13.500000  0.133284
13.583333  0.129993
13.666667  0.126783
13.750000  0.123653
13.833333  0.120600
13.916667  0.117622
14.000000  0.114718
14.083333  0.111886
14.166667  0.109123
14.250000  0.106429
14.333333  0.103801
14.416667  0.101239
14.500000  0.098739
14.583333  0.096301
14.666667  0.093923
14.750000  0.091604
14.833333  0.089343
14.916667  0.087137
15.000000  0.084985
15.083333  0.082887
15.166667  0.080841
15.250000  0.078845
15.333333  0.076898
15.416667  0.074999
15.500000  0.073148
15.583333  0.071342
15.666667  0.069580
15.750000  0.067862
15.833333  0.066187
15.916667  0.064553
16.000000  0.062959
16.083333  0.061404
16.166667  0.059888
16.250000  0.058410
16.333333  0.056967
16.416667  0.055561
16.500000  0.054189
16.583333  0.052851
16.666667  0.051546
16.750000  0.050274
16.833333  0.049032
16.916667  0.047822
17.000000  0.046641
17.083333  0.045489
17.166667  0.044366
17.250000  0.043271
17.333333  0.042203
17.416667  0.041161
17.500000  0.040144
17.583333  0.039153
17.666667  0.038186
17.750000  0.037244
17.833333  0.036324
17.916667  0.035427
18.000000  0.034553
18.083333  0.033699
18.166667  0.032867
18.250000  0.032056
18.333333  0.031264
18.416667  0.030492
18.500000  0.029740
18.583333  0.029005
18.666667  0.028289
18.750000  0.027591
18.833333  0.026910
18.916667  0.026245
19.000000  0.025597
19.083333  0.024965
19.166667  0.024349
19.250000  0.023748
19.333333  0.023161
19.416667  0.022589
19.500000  0.022032
19.583333  0.021488
19.666667  0.020957
19.750000  0.020440
19.833333  0.019935
19.916667  0.019443
20.000000  0.018963
20.083333  0.018495
20.166667  0.018038
20.250000  0.017593
20.333333  0.017158
20.416667  0.016735
20.500000  0.016321
20.583333  0.015918
20.666667  0.015525
20.750000  0.015142
20.833333  0.014768
20.916667  0.014404
21.000000  0.014048
21.083333  0.013701
21.166667  0.013363
21.250000  0.013033
21.333333  0.012711
21.416667  0.012397
21.500000  0.012091
21.583333  0.011793
21.666667  0.011502
21.750000  0.011218
